0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	1111 1111 1111 1111 1111 1111 1111 1101	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	1111 1111 1111 1111 1111 1111 1111 1110	1	0
0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	1000 0000 0000 0000 0000 0000 0000 0000	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	1111 1111 1111 1111 1111 1111 1111 1110	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	1111 1111 1111 1111 1111 1111 1111 1110	1	0
0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0001	0	0
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0010	1	0
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	1111 1111 1111 1111 1111 1111 1111 1101	1	0
1	1111 1111 1111 1111 1111 1111 1111 1100	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	1111 1111 1111 1111 1111 1111 1111 1110	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	0000 0000 0000 0000 0000 0000 0000 0001	1	0
0	0000 0000 0000 0000 0000 0000 0000 0010	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0001	0	0
0	1111 1111 1111 1111 1111 1111 1111 1110	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	1111 1111 1111 1111 1111 1111 1111 1110	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0011	0	0
1	0100 0000 0000 0000 0000 0000 0000 0000	0	0
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0001	0	0
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	1000 0000 0000 0000 0000 0000 0000 0000	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	1111 1111 1111 1111 1111 1111 1111 1110	1	0
1	1111 1111 1111 1111 1111 1111 1111 1110	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	1100 0000 0000 0000 0000 0000 0000 0000	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	1111 1111 1111 1111 1111 1111 1111 1110	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0001	0	0
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0010	0	0
1	1000 0000 0000 0000 0000 0000 0000 0000	0	0
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	0000 0000 0000 0000 0000 0000 0000 0001	0	0
0	1111 1111 1111 1111 1111 1111 1111 1110	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	0000 0000 0000 0000 0000 0000 0000 0001	0	0
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	0000 0000 0000 0000 0000 0000 0000 0000	0	1
0	0000 0000 0000 0000 0000 0000 0000 0000	0	1
1	0000 0000 0000 0000 0000 0000 0000 0001	0	0
0	0000 0000 0000 0000 0000 0000 0000 0001	0	0
1	1111 1111 1111 1111 1111 1111 1111 1111	0	0
0	1111 1111 1111 1111 1111 1111 1111 1111	0	0
1	1111 1111 1111 1111 1111 1111 1111 1110	0	0
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	1000 0000 0000 0000 0000 0000 0000 0000	1	0
0	0000 0000 0000 0000 0000 0000 0000 0001	1	0
1	0000 0000 0000 0000 0000 0000 0000 0000	1	1
0	0000 0000 0000 0000 0000 0000 0000 0000	1	1
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
0	1111 1111 1111 1111 1111 1111 1111 1111	1	0
1	1111 1111 1111 1111 1111 1111 1111 1111	1	0
